I have secured that table for you  Elvis  Thanks for using our service ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Wild Ginger Seattle does not offering bookings at 6 15pm  Would you prefer 6 00pm or 6 30pm ,inform
Success  Your reservation has been confirmed  please enjoy your meal ,inform
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
A very nice steakhouse and the closer to the strip the better ,inform
What date would you like me to look ,request
I have successfully completed your reservation  Enjoy ,inform
whats restaurant in wilmington has teh highest view ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
anything really  i just want to be up high in a building or on a roof,multiple_choice
How many guests will be dining ,request
What time and date would you like your reservation for ,request
friday night at sunset  say 6 pm,inform
Aubriana s Fine Dining,inform
I need the best Mexican place that you can reserve in San Francisco,request
What date would you like me to look ,request
This would be for two people on Sunday,inform
Great  what time would you like to go ,request
Blue Agave club works just fine,inform
I need to book a table for 3 21 at 7 pm for dinner at the  Barmasa in las vegas for two guests ,request
Great  Your reservation for 2 at Barmasa on 3 21 at 7 00PM is confirmed ,inform
Hello  would you like to make a reservation ,request
Gyu Kaku please,inform
I have booked your reservation for tonight at Gyu Kaku at 6PM  Thank you and enjoy your dinner ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I can if you ll begin by telling me your location ,request
Hello  I would like to find a place to have brunch on Sunday somewhere around Providence  RI ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
I was unable to understand your response  Do you have a specific restaurant or cuisine in mind ,inform
What time would you like me to search for ,request
How many are going ,request
Hemenway s ,inform
Success  Your reservation has been confirmed  please enjoy your meal ,inform
I need to book a table for 3 21 at 7 pm for dinner at the Bonanno s in Las Vegas for two guests ,request
Great  Your reservation at 7 00PM is confirmed ,inform
Hello  I am looking for a BBQ place to eat around Natick  MA ,request
When would you like to go ,request
Lunch time tomorrow  there will be two people ,inform
Great  for the purpose of the reservation can you give me a time or time range ,request
11 30 1 30 would be best ,inform
Bison County Barbecue has openings for lunch tomorrow  Should I book it ,inform
I have successfully booked your reservation at Bison County for tomorrow at 12pm  Enjoy ,inform
Hello  Would you like to make a restaurant reservation ,request
Yes  around New Orleans  Louisiana ,inform
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
Raw oysters ,inform
I m happy to assist you  How many people are in your party ,request
What time and date would you like your reservation for ,request
Next Saturday  between 5pm and 8pm,inform
Success  Your reservation has been confirmed  please enjoy your meal ,inform
Looking for a kid friendly restaurant in mobile alabama at 5pm friday,request
I m happy to assist you  How many people are in your party ,request
New Orleans ,inform
I m happy to assist you  Do you have a preferred cuisine in mind ,greeting
Ye Olde College Inn ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
I need a table at Zinc Bistro in Scottsdale  AZ,request
Hi  On what date would you like your reservation ,request
Sunday night  two people  Can you give me the available times ,inform
Every time slot has availability from 6 00pm until 9 00pm  Which time would you like to book ,inform
I ll go with the 6pm,inform
what italian restaurant is the best for tonight ,request
I m happy to assist you  What city are you dining in ,greeting
How many guests are in your party ,request
Great  Do you have a preference on time ,request
whatever time is available,inform
I m afraid it s too late to find reservations for tonight  Would you like to try another date ,inform
tomorrow after 6 pm,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
book a table for 6 at a fondue type place in wilmington  nc on saturday at 6pm,request
The Melting Pot,inform
I have successfully completed your reservation for 6 at The Melting Pot on Saturday at 6pm  Enjoy ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
Your reservation was confirmed  enjoy your meal ,inform
Hello I am traveling to New York City next weekend can you help me with a restaurant reservation ,request
I sure can  What date would you like to make reservations ,request
I am looking for a Sushi restaurant this Sunday,inform
What time would you like to go ,request
I would like to go for lunch at 1pm please,inform
Sure book me for Bamboo 52 please,inform
How many guests will you have ,request
There will be 3 of us going,inform
I need something for lunch is there anything available at Amber Upper East or 15 Esat Restaurant ,request
Amber Upper East has a table for 3 at 1PM  would you like this option ,inform
Yes please book Amber Upper East,inform
I have booked your reservation  Thank you and enjoy your lunch ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
I want to reserve a table for 2 at a greek restaurant in Dallas,inform
Great  What date and time would you like to go ,request
March 29 at 8 please,inform
 Greek Isles Grill   Taverna,inform
Great  your reservation for 8 00PM is confirmed ,inform
Hello  I would like a restaurant for Friday night please ,request
What City and State would you like me to look ,request
Tampa  FL please,inform
Do you have a preference about cuisine ,request
Mexican please,inform
How many are going ,request
What time would you like me to search for ,request
around 6 would be fine,inform
The following restaurants have availability for your timeslot   Besito Mexican   Tampa ,inform
okay I ll try it,confirm_answer
Great  I have made a reservation for 2 for you at 6 00 pm on Friday to try Besito Mexican ,inform
8pm is booked  but I can offer 7 45pm or 8 15pm instead ,inform
8 15pm would be great  thank you  Please let me know if you can book ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Sure thing  What city are you looking in ,request
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
i am looking for a mexican restaurant in portland oregon,inform
On what date would you like a reservation ,request
saturday after 5 pm please,inform
How many guests will there be  Also  do you have a price range in mind ,request
2 adults and price does not matter,inform
Rio Restaurant would be great  6pm ,inform
I have successfully completed your reservation for Rio Restaurant at 6pm saturday  Enjoy ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
I have successfully booked your reservation  Enjoy ,inform
May I book a five star place for Wednesday at 1 30pm for 2 people in Seattle ,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
I want to book a table for 4 at a gastro pup in Forthworth Texas please,request
Great  what date and time are you interested in going ,request
March 20 around 8 pm,inform
Tap   Tavern,inform
Great  Your reservation at Tap and Tavern is confirmed ,inform
Bob s Burgers need a table tomorrow,request
What city  please ,request
Staunton VA,inform
Yes  please   Find me a restaurant that has an availability in Staunton at 7pm for tomorrow ,confirm_answer
How many are going ,request
Would you like another burger restaurant ,request
As long as they take reservations   I don t want to wait ,confirm_answer
Thanks for your help ,thanks
book The Catch in wilmington  nc for friday night at 7pm for a party of 3,request
Your reservation has been confirmed  Please enjoy your meal ,inform
Any good chinese restaurants in Las Vegas have room for me and 3 friends ,request
Please let me know what time and day you d like a reservation for  and I ll be happy to assist you ,request
3  8  2016 at 8pm,inform
3  10  2016,inform
Lillies please ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
I have successfully booked your reservation  Enjoy ,inform
Your reservation has been confirmed  Please enjoy your meal ,inform
I d like to find an Italian food restaurant that has a variety of gluten free options ,request
There will be 4 of us on Saturday at 5 00 Pm in the L A  area,inform
Casa Nostra sounds authentic  I think I would like to eat there,inform
What name would you like to book the reservation under ,request
I have successfully booked your table at Casa Nostra for Saturday at 5PM  Enjoy  Dr  Lector ,inform
looking for jamaican food in southeastern area of north carolina,request
How many are going ,request
What date would you like me to look ,request
3  12  2016,inform
What time would you like me to search for ,request
Can you provide a city for me to look for a restaurant ,request
wilmington  nc,inform
Sullivan s Steakhouse,inform
yes please  i don t have the gas money to get to deleware,confirm_answer
Hmm   How about Acquerello in SF for this Thursday at 6 30 ,inform
Success  Your reservation has been confirmed  please enjoy your meal ,inform
Are there any sports events taking place in Charlottesville VA this weekend ,request
Yes    What is the top rated restaurant in Charlottesville VA ,confirm_answer
Can you make me a reservation at Bellas for Tomorrow night   2 people  7 30pm,request
I have booked your reservation  Thank you and enjoy your dinner ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Can you recommend a nice place in Miami  FL  For this Sunday,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,greeting
Great  thank you for making sure they are available first  I ll go with Catalina Restaurant ,thanks
I would like to book a seafood place in Seattle on 03 20 at 3 30pm for 3 people,request
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
book a table for 3 at a japanese restaurant in sunset beach  nc on friday at 6pm,request
wrightsville beach  nc,inform
I have successfully completed your reservation at Genki Sushi Var and Japanese Restaurant  Enjoy ,inform
Hi there  what time does your restaurant open ,request
What restaurant are you asking about ,request
Wild Ginger Seattle does not offer bookings at 6 15 PM  Would you prefer 6 00PM or 6 30PM ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
book The Tilted Kilt in wilmington  nc for friday night at 7pm for a party of 3,request
What name would you like to book the reservation under ,request
Basket Weaver,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
I would like to book a table for diner on March 24 in Reading PA,request
Hi  Do you have a specific cuisine in mind ,request
What time would you like a reservation ,request
How many are going ,request
Salute Ristorante Italiano please,inform
Success  I have booked a table for 3 at Salute Ristorante Italiano on 3 24 at 6PM ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
I can if you ll begin by telling me your location ,request
Where can I find good vegetarian chili ,request
What City and State would you like me to look ,request
Please look in Birmingham  Alabama,inform
I m happy to assist you  How many guests are in your party ,request
There will be two of us ,inform
What time and date would you like your reservation for ,request
And what date would you like to book ,request
I have successfully booked your reservation  Enjoy ,inform
I m happy to assist you  What time would you like your reservation for ,greeting
7 30 pm  is best but 9 00 pm at the latest,inform
Yes please but it will only be necessa,confirm_answer
I ve found North Italia  The Barrel Room  and The Ranch Restaurant for you to choose ,inform
The Barrel room sound interesting ,inform
I ll try North Italia,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
Hi there  what time does your restaurant open ,request
Hello Can you tell me the hours of Longhorn Steakhouse ,request
What City and State would you like me to look ,request
how is taco bell new spicy taco,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Okay  Mr  Renfro  your reservation time is available and has been booked ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
What is your location ,request
Hello  I d love a fancy brunch restaurant in Detroit for Sunday morning,inform
Sure  I d love to help with that  How many guests will there be ,request
2  I d like it to be around 11am,inform
no  that sounds great  My name is Mary Tyler ,confirm_answer
I have successfully completed your reservation for 220 Merrill on Sunday morning at 11am  Enjoy ,inform
what are the time for the chinese restaurant located on johson avenue and what are the matinees,request
I m happy to assist you  What city are you dining in ,greeting
where can I get good polish cooking in wilmington  nc ,inform
What day and time  please ,request
3  12  2015 at 6pm,inform
And how many guests ,request
I m sorry I am unable to find any serbian restaurants  would you like to try something else ,inform
yes book it even though its an hour drive,confirm_answer
I have successfully booked your table at New Southern Kitchen for 3 12 at 6pm  Enjoy ,inform
I have successfully booked your reservation  Enjoy your meal ,inform
Is there a greek restaurant nearby with good reviews ,request
There might be  It depends on your location ,request
Chicago  in the city,inform
It s supposed to be warm this weekend  do any of those have outdoor seating ,request
It looks like Santorini has some outdoor seating  would you like to try to book that ,inform
Yes   Is there an outdoor table for 2 people around 8 pm this Saturday night ,request
Great  Please book the reservation  Can you make a request for outdoor seating if available ,confirm_answer
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Sure  I d be happy to help  Can you give me the city  please ,greeting
Does dbar in Boston have any tables for Sat night ,request
It does have openings  When would you like to go and with how many guests ,confirm_answer
There s two of us  whatever time closest to 7pm is available I llt ake,inform
I have successfully completed your reservation for dbar at 7pm on Saturday  Enjoy ,inform
reservations for Burger King,request
Hello  Burger King does not accept reservations  would you like to select a different restaurant ,inform
Hello  Would you like to make a restaurant reservation ,request
I m happy to assist you  What city are you dining in ,request
wilmington  nc,inform
What type of cuisine are you looking for ,request
How many guests are in your party ,request
What time and date would you like your reservation for ,request
sunday would be the best day for a sunday brunch  lets say at 11am,inform
Rx Restaurant,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
Sound good  May I have the number of guests and the approximate time you d like to dine ,request
Three people for sure maybe four and around 6 30 would be good,inform
looking for a restaurant specializing in craft beer in wilmington  nc,request
When would you like to go ,request
tomorrow at 8pm for 4 people,inform
Flying Fish Cafe   Wine Bar has an excellent wine selection  Would you like me to book it ,inform
Hi there  what time does your restaurant open ,request
i need to book a mexican restaurant for tomorrow night,request
I d love to help  What city  please ,request
seattle washington,inform
What time would you like to go ,request
anytime after 7,inform
How many guests will you have ,request
casco antiguo,inform
Success  I have booked a table for 2 at Casco Antiguo on 3 11 at 7PM ,inform
book a table of 4 at the little dipper in downtown wilmington  nc on wednesday at 7pm,request
I have successfully booked your reservation  Enjoy ,inform
captain d  has seating for 40 people for about two hours and a meeting is that possible,inform
I m happy to assist you  What city are you dining in ,request
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Yes  but first I need your location ,request
I need to book a table for 3 21 at 7 pm for dinner at the  Beer Park in las vegas for two guests ,request
I have successfully completed your reservation  Enjoy ,inform
I am looking for a restaurant that serves no sodium dishes ,request
Sure  Do you have a specific cuisine in mind ,request
I am looking for anything with seafood,confirm_answer
What city are you dining in ,request
Fresno  California,inform
Great  what time and date would you like to go ,request
Saturday March 12 at 6 00 pm,inform
I m happy to assist you  How many people are in your party ,request
There are three,inform
Yes I would like a reversation for three at Flaming s Steakhouse on March 12 at 6 00 pm,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Tomorrow night I need a reservation for 2 in San Diego,request
What time would you like me to search for ,request
Let s try Chez Loma,inform
Great  Your reservation at Chez Loma is confirmed ,inform
Please book a table for 4 in Seattle for tomorrow at 8 30 PM at Bateau under the name Matt Preston,request
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Can you help me book a reservation at a restaurant ,request
I m happy to assist you  What city are you dining in ,greeting
Houston  Texas,inform
Do you have a specific restaurant or cuisine in mind ,request
No specific restaurant but I would like seafood ,inform
When would you like to make the reservation for ,request
Friday after 5pm,inform
I m happy to assist you  How many guests are in your party ,request
Rudy   Paco Restaurant   Bar,inform
Success  Your reservation has been confirmed  please enjoy your meal ,inform
where is the restaurant apple bees located o cascade,request
What City and State would you like me to look ,request
where is the krystal restaurant located in cobb county,request
reserve a table for 4 at a beach restaurant in wrightsville beach  nc on saturday at 6pm,request
I have successfully completed your reservation at Blockade Runner Beach Resort Restaurant  Enjoy ,inform
I have successfully booked your reservation  Enjoy ,inform
looking for a dinner theater in wilmington  nc,request
How many guests are in your party ,request
What time and date would you like your reservation for ,request
tonight at 8,inform
The Blue Point,inform
I have successfully booked your reservation for The Blue Point at 8pm tonight for 4 people  Enjoy ,inform
what is the best time to go to the movies to avoid the crowd,request
Hello  Would you like to make a restaurant reservation ,request
yes  What is the most expensive place to eat in Birmingham  AL,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
I m happy to assist you  What time and date would you like your reservation for ,request
March 21st at 7PM,inform
How many are going ,request
I was able to secure that table for you  What name should I put on the reservation ,request
Hello  i was wondering if you can tell me where a good restaurant is to book ,greeting
What city are you located in ,request
Hi  can I get a reservation for a kid friendly restaurant in Tampa ,greeting
Sure  When would you like your reservation for ,request
Friday night,inform
Thanks  how many people will be going ,thanks
Great  what time are you interested in ,request
Would you like a specific type of cuisine ,request
nope just make sure it s kid friendly,inform
Oh that sounds great  let s try there ,confirm_answer
can you tell me how to get to seamee street oh the seamae bar and grill,request
What city are you located in ,request
I have successfully booked your reservation  Enjoy ,inform
reserve a booth for 4 at 6am saturday morning at Denny s restaurant in wilmington  nc,request
9am and other options,inform
Blockade Runner Beach Resort,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
Can I reserve a five star place for Thursday night at 3 30 for 2 people ,request
I m happy to assist you  What city are you dining in ,request
seattle please,inform
harvest best,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
find a table for 2 at a seafood restaurant in wilmington  nc,request
What date would you like me to look ,request
3  12  2016,inform
What time would you like me to search for ,request
Success  Your reservation has been confirmed  please enjoy your meal ,inform
I need a kid friendly place for brunch on Sunday   in Miami,request
What time would you like to go ,request
from 10 to 12 would be fine  whatever is closest to 10  There will be three of us,inform
American Style is fine  just nothing that s too eccentric  I have a picky kid,inform
I think Balan s sounds just fine,inform
Great your reservation for 10 00AM at Balans is confirmed ,inform
I have successfully made your reservation for 7 15pm at the Eiffel Tower Restaurant on 3 21  Enjoy ,inform
Hi  Would you like to make a restaurant reservation  If so  start by giving your location ,greeting
yes  Detroit MI,confirm_answer
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
I would like Italian food  For 2 people  this Saturday,inform
What time would you like to go ,request
I would like reservations at 830 pm,inform
Andiamo Bloomfield please,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
where can i get good indian food in wilmington  nc,request
What date and time  please ,request
friday at 8pm,inform
How many people are going ,request
I would like to book a seafood place in Seattle on 03 19 at 1 30pm for 2 people,request
99 park restaurant,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Hello  can you confirm the City and State of the Ballys ,request
Las Vegas Nevada,inform
how is the red chili  s restaurant,request
What City and State would you like me to look ,request
I have successfully completed your reservation  Enjoy ,inform
I have successfully booked your reservation  Enjoy ,inform
Hello I am looking to book some reservations at a restaurant in New Orleans,request
Great  what day would you like to go ,request
I would like to go next Wednesday please and I am looking for good Cajun restaurant,inform
How many guests will you have  Also  do you have a time range in mind ,request
There will be 4 of us going  7pm would work perfect,inform
cochon Restaurant sounds great please book that one  also what is the dress code,inform
The dress attire is casual  Would you still like me to book this restaurant ,inform
Great yes please book cochon Restaurant,inform
I have booked your reservation  Thank you and enjoy your dinner ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
I would like reservations for Charlie Palmer Steak Las Vegas for 6 30 pm on 3 21 for two guests,request
I ve confirmed the availability of the reservation and have booked it for you  enjoy your meal ,inform
Yes  Modesto sounds interesting  is there a table available ,inform
There is a table open  Would you like me to book it ,inform
yes please  the name is Anna Moos,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
where can I get great spare ribs in wilmington  nc,request
I d be glad to check on that  WHat night would you like to dine out ,request
next saturday,inform
How many are going ,request
Thanks  what time would you like to eat ,thanks
Rx Restaurant,inform
I have successfully completed your reservation at Rx Restaurant for next Saturday at 6pm  Enjoy ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Wild Ginger Seattle has tables open at 6pm and 6 30pm  Would you prefer one of those times ,inform
I have successfully booked your table at Wild Ginger Seattle for 6pm on March 15th  Enjoy ,inform
Hello  i was wondering if you can tell me where a good restaurant is to book ,request
Sure  Do you have a specific restaurant or cuisine in mind ,request
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
Your reservation was confirmed  enjoy your meal Rudy Galindo ,inform
Can you reserve a table for two people at Vee Vee in Boston  Tomorrow around 6pm,request
I have successfully completed your reservation  Enjoy ,inform
I would like to purchase tickets for a movie showing at 9 pm for 10 cloverfeild lane,request
I m sorry  this service is intended to help book restaurant tables ,inform
Ok can I book a table for dinner before our movie ,request
Sure  On what date would you like a reservation ,request
And what city ,request
american burgers,inform
What time would you like to make a reservation for ,request
How many guests will be attending ,request
Hard Rock Cafe,inform
I have successfully booked your table at Hard Rock Cafe   Seattle for March 12th as 6pm  Enjoy ,inform
Please try for Blossom  of not available then Basera  please ,request
Great  Your reservation at Blossom is confirmed ,inform
I m happy to assist you  How many guests are in your party ,greeting
There are 5 of us in total,inform
What time and date would you like your reservation for ,request
Tuesday night at 5 00,inform
Yummy  I certainly want to book this ,confirm_answer
Success  Your reservation has been confirmed  please enjoy your meal ,inform
Hi there  what time does your restaurant open ,request
Hello  I am here to help you find a restaurant  What location were you asking about ,request
reserve a table for 4 at a place where casual wear is acceptable in wilmington  nc on friday at 8pm,request
I m happy to assist you  Do you have a specific restaurant or cuisine in mind ,request
Flying Fish Cafe   Wine Bar,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
6 30pm please,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
where is the fat tuesday located in kennesaw,request
book the mellow mushroom in wilmington  nc friday at 6pm for 4 people,request
pizza places,inform
Angelo s Pizzeria   Bistro,inform
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
I need to book a table for 3 21 at 7 pm for dinner at the Aquaknox in las vegas for two guests ,request
Success  I was able to book you a table for 2 at the Aquaknox on 3 21 at 7PM ,inform
Reilly Craft Pizza would work just fine,inform
I have reserved that table for you  Mary  They will see you at Il Terrazzo Carmine tomorrow at 9pm ,inform
Success  Your reservation has been confirmed  Please enjoy your meal ,inform
Your reservation has been confirmed  Please enjoy your meal  and thank you for using our service ,inform
reserve a table for 2 at 6pm friday night at el cerro grande restaurant in wilmington  nc,inform
yes chinese,request
Your reservation is confirmed  Please enjoy your meal  and thank you for using our service ,inform
What City and State would you like me to look ,request
I have successfully booked your reservation  Enjoy ,inform
